true_class,scratch_accuracy,scratch_images,pretrained_accuracy,pretrained_images,scratch_percent,pretrained_percent,improvement_points,species
06666_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Calendula_officinalis,0.4,10,0.7,10,40.0,70.0,30.0,Calendula officinalis
06671_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Carduus_nutans,0.4,10,0.5,10,40.0,50.0,10.0,Carduus nutans
06688_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Chaenactis_carphoclinia,0.5,10,0.6,10,50.0,60.0,10.0,Chaenactis carphoclinia
06751_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Echinops_ritro,0.6,10,0.6,10,60.0,60.0,0.0,Echinops ritro
06762_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Engelmannia_peristenia,0.5,10,0.5,10,50.0,50.0,0.0,Engelmannia peristenia
06795_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Euthamia_graminifolia,0.5,10,0.4,10,50.0,40.0,-10.0,Euthamia graminifolia
06844_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Hymenopappus_scabiosaeus,0.8,10,0.8,10,80.0,80.0,0.0,Hymenopappus scabiosaeus
06848_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Inula_helenium,0.8,10,1.0,10,80.0,100.0,20.0,Inula helenium
06854_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Ixeris_chinensis,0.2,10,0.7,10,20.0,70.0,50.0,Ixeris chinensis
06861_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Lactuca_canadensis,0.0,10,0.2,10,0.0,20.0,20.0,Lactuca canadensis
06884_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Madia_elegans,0.6,10,0.8,10,60.0,80.0,20.0,Madia elegans
06891_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Matricaria_discoidea,0.6,10,0.8,10,60.0,80.0,20.0,Matricaria discoidea
06911_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Osteospermum_moniliferum,0.3,10,0.8,10,30.0,80.0,50.0,Osteospermum moniliferum
06920_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Palafoxia_callosa,0.6,10,0.6,10,60.0,60.0,0.0,Palafoxia callosa
06933_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Phaenocoma_prolifera,0.7,10,0.8,10,70.0,80.0,10.0,Phaenocoma prolifera
06954_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Pseudognaphalium_obtusifolium,0.4,10,0.6,10,40.0,60.0,20.0,Pseudognaphalium obtusifolium
06959_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Rafinesquia_neomexicana,0.7,10,0.8,10,70.0,80.0,10.0,Rafinesquia neomexicana
06969_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_ampullaceus,0.6,10,0.7,10,60.0,70.0,10.0,Senecio ampullaceus
06974_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_inaequidens,0.3,10,0.4,10,30.0,40.0,10.0,Senecio inaequidens
06984_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Senecio_vulgaris,0.4,10,0.6,10,40.0,60.0,20.0,Senecio vulgaris
07016_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Stephanomeria_pauciflora,0.5,10,0.5,10,50.0,50.0,0.0,Stephanomeria pauciflora
07023_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Symphyotrichum_laeve,0.4,10,0.6,10,40.0,60.0,20.0,Symphyotrichum laeve
07045_Plantae_Tracheophyta_Magnoliopsida_Asterales_Asteraceae_Thymophylla_pentachaeta,0.7,10,0.6,10,70.0,60.0,-10.0,Thymophylla pentachaeta
07096_Plantae_Tracheophyta_Magnoliopsida_Asterales_Campanulaceae_Campanula_sibirica,0.8,10,1.0,10,80.0,100.0,20.0,Campanula sibirica
07148_Plantae_Tracheophyta_Magnoliopsida_Boraginales_Boraginaceae_Euploca_tenella,0.5,10,0.8,10,50.0,80.0,30.0,Euploca tenella
07176_Plantae_Tracheophyta_Magnoliopsida_Boraginales_Boraginaceae_Nama_hispida,0.7,10,0.6,10,70.0,60.0,-10.0,Nama hispida
07196_Plantae_Tracheophyta_Magnoliopsida_Boraginales_Boraginaceae_Phacelia_parryi,0.8,10,1.0,10,80.0,100.0,20.0,Phacelia parryi
07205_Plantae_Tracheophyta_Magnoliopsida_Boraginales_Boraginaceae_Pulmonaria_officinalis,0.5,10,0.8,10,50.0,80.0,30.0,Pulmonaria officinalis
07207_Plantae_Tracheophyta_Magnoliopsida_Boraginales_Boraginaceae_Tiquilia_palmeri,0.4,10,0.9,10,40.0,90.0,50.0,Tiquilia palmeri
07247_Plantae_Tracheophyta_Magnoliopsida_Brassicales_Brassicaceae_Draba_cuneifolia,0.4,10,0.9,10,40.0,90.0,50.0,Draba cuneifolia
07259_Plantae_Tracheophyta_Magnoliopsida_Brassicales_Brassicaceae_Lepidium_lasiocarpum,0.5,10,0.5,10,50.0,50.0,0.0,Lepidium lasiocarpum
07266_Plantae_Tracheophyta_Magnoliopsida_Brassicales_Brassicaceae_Nasturtium_officinale,0.3,10,0.4,10,30.0,40.0,10.0,Nasturtium officinale
07270_Plantae_Tracheophyta_Magnoliopsida_Brassicales_Brassicaceae_Rapistrum_rugosum,0.5,10,0.6,10,50.0,60.0,10.0,Rapistrum rugosum
07304_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Aizoaceae_Mesembryanthemum_cordifolium,0.6,10,0.7,10,60.0,70.0,10.0,Mesembryanthemum cordifolium
07338_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Amaranthaceae_Salsola_tragus,0.3,10,0.5,10,30.0,50.0,20.0,Salsola tragus
07340_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Cactaceae_Acanthocereus_tetragonus,0.4,10,0.5,10,40.0,50.0,10.0,Acanthocereus tetragonus
07396_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Cactaceae_Opuntia_chlorotica,0.8,10,0.6,10,80.0,60.0,-20.0,Opuntia chlorotica
07414_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Cactaceae_Pachycereus_pringlei,0.5,10,0.9,10,50.0,90.0,40.0,Pachycereus pringlei
07423_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Caryophyllaceae_Cerastium_arvense,0.4,10,0.6,10,40.0,60.0,20.0,Cerastium arvense
07441_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Caryophyllaceae_Rabelera_holostea,0.4,10,0.7,10,40.0,70.0,30.0,Rabelera holostea
07461_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Caryophyllaceae_Spergula_arvensis,0.1,10,0.4,10,10.0,40.0,30.0,Spergula arvensis
07476_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Droseraceae_Drosera_cistiflora,0.5,10,0.8,10,50.0,80.0,30.0,Drosera cistiflora
07486_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Montiaceae_Calyptridium_monospermum,1.0,10,0.9,10,100.0,90.0,-10.0,Calyptridium monospermum
07493_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Montiaceae_Claytonia_sibirica,0.4,10,0.6,10,40.0,60.0,20.0,Claytonia sibirica
07505_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Nyctaginaceae_Mirabilis_multiflora,0.3,10,0.5,10,30.0,50.0,20.0,Mirabilis multiflora
07539_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Polygonaceae_Fallopia_scandens,0.3,10,0.4,10,30.0,40.0,10.0,Fallopia scandens
07549_Plantae_Tracheophyta_Magnoliopsida_Caryophyllales_Polygonaceae_Persicaria_hydropiperoides,0.4,10,0.7,10,40.0,70.0,30.0,Persicaria hydropiperoides
07593_Plantae_Tracheophyta_Magnoliopsida_Cornales_Cornaceae_Cornus_alba,0.1,10,0.4,10,10.0,40.0,30.0,Cornus alba
07628_Plantae_Tracheophyta_Magnoliopsida_Cucurbitales_Cucurbitaceae_Marah_fabacea,0.2,10,0.5,10,20.0,50.0,30.0,Marah fabacea
07665_Plantae_Tracheophyta_Magnoliopsida_Dipsacales_Caprifoliaceae_Symphoricarpos_rotundifolius,0.2,10,0.4,10,20.0,40.0,20.0,Symphoricarpos rotundifolius
07690_Plantae_Tracheophyta_Magnoliopsida_Dipsacales_Viburnaceae_Viburnum_tinus,0.2,10,0.5,10,20.0,50.0,30.0,Viburnum tinus
07692_Plantae_Tracheophyta_Magnoliopsida_Ericales_Balsaminaceae_Impatiens_capensis,0.7,10,0.6,10,70.0,60.0,-10.0,Impatiens capensis
07693_Plantae_Tracheophyta_Magnoliopsida_Ericales_Balsaminaceae_Impatiens_glandulifera,0.5,10,0.6,10,50.0,60.0,10.0,Impatiens glandulifera
07711_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Arctostaphylos_patula,0.7,10,0.8,10,70.0,80.0,10.0,Arctostaphylos patula
07715_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Calluna_vulgaris,0.6,10,0.6,10,60.0,60.0,0.0,Calluna vulgaris
07764_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Phyllodoce_empetriformis,0.6,10,0.8,10,60.0,80.0,20.0,Phyllodoce empetriformis
07784_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Rhododendron_occidentale,0.8,10,0.8,10,80.0,80.0,0.0,Rhododendron occidentale
07789_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Vaccinium_arboreum,0.1,10,0.2,10,10.0,20.0,10.0,Vaccinium arboreum
07803_Plantae_Tracheophyta_Magnoliopsida_Ericales_Fouquieriaceae_Fouquieria_splendens,0.5,10,0.7,10,50.0,70.0,20.0,Fouquieria splendens
07836_Plantae_Tracheophyta_Magnoliopsida_Ericales_Polemoniaceae_Phlox_subulata,0.5,10,0.6,10,50.0,60.0,10.0,Phlox subulata
07838_Plantae_Tracheophyta_Magnoliopsida_Ericales_Polemoniaceae_Polemonium_caeruleum,0.7,10,0.7,10,70.0,70.0,0.0,Polemonium caeruleum
07849_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Lysimachia_borealis,0.7,10,0.8,10,70.0,80.0,10.0,Lysimachia borealis
07856_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Lysimachia_nummularia,0.2,10,0.5,10,20.0,50.0,30.0,Lysimachia nummularia
07875_Plantae_Tracheophyta_Magnoliopsida_Ericales_Primulaceae_Samolus_parviflorus,0.3,10,0.4,10,30.0,40.0,10.0,Samolus parviflorus
07889_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_cyclops,0.2,10,0.5,10,20.0,50.0,30.0,Acacia cyclops
07890_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_dealbata,0.4,10,0.6,10,40.0,60.0,20.0,Acacia dealbata
07906_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Amphicarpaea_bracteata,0.2,10,0.7,10,20.0,70.0,50.0,Amphicarpaea bracteata
07940_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Clitoria_ternatea,0.8,10,0.8,10,80.0,80.0,0.0,Clitoria ternatea
07951_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Desmodium_canadense,0.4,10,0.5,10,40.0,50.0,10.0,Desmodium canadense
07958_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Erythrostemon_mexicanus,0.4,10,0.6,10,40.0,60.0,20.0,Erythrostemon mexicanus
07984_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lathyrus_pratensis,0.7,10,0.8,10,70.0,80.0,10.0,Lathyrus pratensis
08009_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_perennis,0.3,10,0.8,10,30.0,80.0,50.0,Lupinus perennis
08014_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_truncatus,0.6,10,0.8,10,60.0,80.0,20.0,Lupinus truncatus
08024_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Melilotus_albus,0.6,10,0.7,10,60.0,70.0,10.0,Melilotus albus
08040_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Parkinsonia_aculeata,0.3,10,0.5,10,30.0,50.0,20.0,Parkinsonia aculeata
08061_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senna_alata,0.4,10,0.8,10,40.0,80.0,40.0,Senna alata
08101_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_subterraneum,0.2,10,0.5,10,20.0,50.0,30.0,Trifolium subterraneum
08115_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Vicia_hirsuta,0.5,10,0.6,10,50.0,60.0,10.0,Vicia hirsuta
08133_Plantae_Tracheophyta_Magnoliopsida_Fabales_Polygalaceae_Polygala_sanguinea,0.6,10,0.8,10,60.0,80.0,20.0,Polygala sanguinea
08141_Plantae_Tracheophyta_Magnoliopsida_Fagales_Betulaceae_Alnus_rhombifolia,0.2,10,0.6,10,20.0,60.0,40.0,Alnus rhombifolia
08156_Plantae_Tracheophyta_Magnoliopsida_Fagales_Betulaceae_Corylus_avellana,0.2,10,0.4,10,20.0,40.0,20.0,Corylus avellana
08184_Plantae_Tracheophyta_Magnoliopsida_Fagales_Fagaceae_Quercus_geminata,0.2,10,0.5,10,20.0,50.0,30.0,Quercus geminata
08188_Plantae_Tracheophyta_Magnoliopsida_Fagales_Fagaceae_Quercus_kelloggii,0.1,10,0.3,10,10.0,30.0,20.0,Quercus kelloggii
08259_Plantae_Tracheophyta_Magnoliopsida_Gentianales_Apocynaceae_Asclepias_verticillata,0.6,10,0.5,10,60.0,50.0,-10.0,Asclepias verticillata
08263_Plantae_Tracheophyta_Magnoliopsida_Gentianales_Apocynaceae_Calotropis_procera,0.8,10,0.9,10,80.0,90.0,10.0,Calotropis procera
08264_Plantae_Tracheophyta_Magnoliopsida_Gentianales_Apocynaceae_Carissa_bispinosa,0.2,10,0.4,10,20.0,40.0,20.0,Carissa bispinosa
08298_Plantae_Tracheophyta_Magnoliopsida_Gentianales_Gentianaceae_Gentiana_andrewsii,0.7,10,0.8,10,70.0,80.0,10.0,Gentiana andrewsii
08317_Plantae_Tracheophyta_Magnoliopsida_Gentianales_Loganiaceae_Geniostoma_ligustrifolium,0.3,10,0.5,10,30.0,50.0,20.0,Geniostoma ligustrifolium
08410_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Acanthaceae_Thunbergia_alata,0.5,10,0.8,10,50.0,80.0,30.0,Thunbergia alata
08423_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Agastache_foeniculum,0.5,10,0.7,10,50.0,70.0,20.0,Agastache foeniculum
08426_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Ajuga_genevensis,0.7,10,0.7,10,70.0,70.0,0.0,Ajuga genevensis
08427_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Ajuga_reptans,0.2,10,0.5,10,20.0,50.0,30.0,Ajuga reptans
08492_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Lamiaceae_Salvia_mellifera,0.3,10,0.6,10,30.0,60.0,30.0,Salvia mellifera
08548_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Oleaceae_Fraxinus_latifolia,0.1,10,0.2,10,10.0,20.0,10.0,Fraxinus latifolia
08549_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Oleaceae_Fraxinus_nigra,0.2,10,0.5,10,20.0,50.0,30.0,Fraxinus nigra
08577_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Orobanchaceae_Castilleja_indivisa,0.8,10,1.0,10,80.0,100.0,20.0,Castilleja indivisa
08581_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Orobanchaceae_Castilleja_miniata,0.3,10,0.8,10,30.0,80.0,50.0,Castilleja miniata
08627_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Phrymaceae_Erythranthe_guttata,0.4,10,0.5,10,40.0,50.0,10.0,Erythranthe guttata
08683_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Plantaginaceae_Plantago_virginica,0.4,10,0.4,10,40.0,40.0,0.0,Plantago virginica
08694_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Plantaginaceae_Veronica_hederifolia,0.4,10,0.7,10,40.0,70.0,30.0,Veronica hederifolia
08705_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Plantaginaceae_Veronica_teucrium,0.6,10,0.8,10,60.0,80.0,20.0,Veronica teucrium
08707_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Plantaginaceae_Veronicastrum_virginicum,0.6,10,0.7,10,60.0,70.0,10.0,Veronicastrum virginicum
08719_Plantae_Tracheophyta_Magnoliopsida_Lamiales_Scrophulariaceae_Verbascum_virgatum,0.5,10,0.7,10,50.0,70.0,20.0,Verbascum virgatum
08752_Plantae_Tracheophyta_Magnoliopsida_Laurales_Lauraceae_Persea_americana,0.2,10,0.2,10,20.0,20.0,0.0,Persea americana
08768_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Euphorbiaceae_Cnidoscolus_stimulosus,0.8,10,1.0,10,80.0,100.0,20.0,Cnidoscolus stimulosus
08787_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Euphorbiaceae_Euphorbia_cyparissias,0.7,10,0.8,10,70.0,80.0,10.0,Euphorbia cyparissias
08842_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Passifloraceae_Passiflora_caerulea,0.7,10,0.9,10,70.0,90.0,20.0,Passiflora caerulea
08882_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Violaceae_Melicytus_alpinus,0.6,10,0.7,10,60.0,70.0,10.0,Melicytus alpinus
08898_Plantae_Tracheophyta_Magnoliopsida_Malpighiales_Violaceae_Viola_mirabilis,0.2,10,0.8,10,20.0,80.0,60.0,Viola mirabilis
08924_Plantae_Tracheophyta_Magnoliopsida_Malvales_Cistaceae_Cistus_salviifolius,0.6,10,0.9,10,60.0,90.0,30.0,Cistus salviifolius
08950_Plantae_Tracheophyta_Magnoliopsida_Malvales_Malvaceae_Hibiscus_trionum,0.4,10,0.7,10,40.0,70.0,30.0,Hibiscus trionum
08971_Plantae_Tracheophyta_Magnoliopsida_Malvales_Malvaceae_Plagianthus_regius,0.0,10,0.2,10,0.0,20.0,20.0,Plagianthus regius
09014_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Myrtaceae_Lophomyrtus_bullata,0.3,10,0.7,10,30.0,70.0,40.0,Lophomyrtus bullata
09075_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Onagraceae_Taraxia_ovata,0.7,10,0.9,10,70.0,90.0,20.0,Taraxia ovata
09077_Plantae_Tracheophyta_Magnoliopsida_Myrtales_Penaeaceae_Saltera_sarcocolla,0.8,10,0.7,10,80.0,70.0,-10.0,Saltera sarcocolla
09090_Plantae_Tracheophyta_Magnoliopsida_Oxalidales_Elaeocarpaceae_Elaeocarpus_hookerianus,0.0,10,0.1,10,0.0,10.0,10.0,Elaeocarpus hookerianus
09113_Plantae_Tracheophyta_Magnoliopsida_Piperales_Aristolochiaceae_Endodeca_serpentaria,0.4,10,0.7,10,40.0,70.0,30.0,Endodeca serpentaria
09117_Plantae_Tracheophyta_Magnoliopsida_Piperales_Saururaceae_Houttuynia_cordata,0.3,10,0.5,10,30.0,50.0,20.0,Houttuynia cordata
09170_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Papaveraceae_Dicentra_canadensis,0.4,10,0.8,10,40.0,80.0,40.0,Dicentra canadensis
09180_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Papaveraceae_Fumaria_officinalis,1.0,10,0.8,10,100.0,80.0,-20.0,Fumaria officinalis
09198_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Actaea_pachypoda,0.6,10,0.8,10,60.0,80.0,20.0,Actaea pachypoda
09215_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Aquilegia_atrata,0.5,10,0.5,10,50.0,50.0,0.0,Aquilegia atrata
09221_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Aquilegia_vulgaris,0.5,10,0.8,10,50.0,80.0,30.0,Aquilegia vulgaris
09234_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Clematis_texensis,0.6,10,0.6,10,60.0,60.0,0.0,Clematis texensis
09241_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Delphinium_glaucum,0.7,10,0.7,10,70.0,70.0,0.0,Delphinium glaucum
09259_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Ranunculus_abortivus,0.3,10,0.6,10,30.0,60.0,30.0,Ranunculus abortivus
09260_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Ranunculus_acris,0.6,10,0.7,10,60.0,70.0,10.0,Ranunculus acris
09261_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Ranunculus_aquatilis,0.4,10,0.4,10,40.0,40.0,0.0,Ranunculus aquatilis
09268_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Ranunculus_glaberrimus,0.8,10,0.9,10,80.0,90.0,10.0,Ranunculus glaberrimus
09276_Plantae_Tracheophyta_Magnoliopsida_Ranunculales_Ranunculaceae_Thalictrum_aquilegiifolium,0.4,10,0.6,10,40.0,60.0,20.0,Thalictrum aquilegiifolium
09313_Plantae_Tracheophyta_Magnoliopsida_Rosales_Moraceae_Morus_alba,0.2,10,0.3,10,20.0,30.0,10.0,Morus alba
09318_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rhamnaceae_Ceanothus_americanus,0.4,10,0.5,10,40.0,50.0,10.0,Ceanothus americanus
09331_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rhamnaceae_Ceanothus_thyrsiflorus,0.7,10,0.5,10,70.0,50.0,-20.0,Ceanothus thyrsiflorus
09338_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rhamnaceae_Frangula_californica,0.3,10,0.5,10,30.0,50.0,20.0,Frangula californica
09370_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rosaceae_Coleogyne_ramosissima,0.5,10,0.6,10,50.0,60.0,10.0,Coleogyne ramosissima
09483_Plantae_Tracheophyta_Magnoliopsida_Rosales_Rosaceae_Sanguisorba_minor,0.1,10,0.4,10,10.0,40.0,30.0,Sanguisorba minor
09498_Plantae_Tracheophyta_Magnoliopsida_Rosales_Ulmaceae_Ulmus_alata,0.2,10,0.1,10,20.0,10.0,-10.0,Ulmus alata
09511_Plantae_Tracheophyta_Magnoliopsida_Rosales_Urticaceae_Parietaria_judaica,0.3,10,0.5,10,30.0,50.0,20.0,Parietaria judaica
09539_Plantae_Tracheophyta_Magnoliopsida_Sapindales_Anacardiaceae_Rhus_microphylla,0.4,10,0.5,10,40.0,50.0,10.0,Rhus microphylla
09689_Plantae_Tracheophyta_Magnoliopsida_Solanales_Convolvulaceae_Evolvulus_alsinoides,0.4,10,0.8,10,40.0,80.0,40.0,Evolvulus alsinoides
09752_Plantae_Tracheophyta_Magnoliopsida_Vitales_Vitaceae_Ampelopsis_cordata,0.7,10,0.8,10,70.0,80.0,10.0,Ampelopsis cordata
09768_Plantae_Tracheophyta_Magnoliopsida_Zygophyllales_Zygophyllaceae_Fagonia_laevis,0.7,10,0.8,10,70.0,80.0,10.0,Fagonia laevis
09771_Plantae_Tracheophyta_Magnoliopsida_Zygophyllales_Zygophyllaceae_Kallstroemia_grandiflora,0.6,10,0.9,10,60.0,90.0,30.0,Kallstroemia grandiflora
09787_Plantae_Tracheophyta_Pinopsida_Pinales_Cupressaceae_Juniperus_oxycedrus,0.5,10,0.3,10,50.0,30.0,-20.0,Juniperus oxycedrus
09804_Plantae_Tracheophyta_Pinopsida_Pinales_Pinaceae_Larix_laricina,0.2,10,0.6,10,20.0,60.0,40.0,Larix laricina
09808_Plantae_Tracheophyta_Pinopsida_Pinales_Pinaceae_Picea_engelmannii,0.2,10,0.8,10,20.0,80.0,60.0,Picea engelmannii
09822_Plantae_Tracheophyta_Pinopsida_Pinales_Pinaceae_Pinus_elliottii,0.2,10,0.6,10,20.0,60.0,40.0,Pinus elliottii
09856_Plantae_Tracheophyta_Pinopsida_Pinales_Taxaceae_Taxus_baccata,0.4,10,0.7,10,40.0,70.0,30.0,Taxus baccata
09895_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Aspleniaceae_Asplenium_flaccidum,0.6,10,0.8,10,60.0,80.0,20.0,Asplenium flaccidum
09951_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Nephrolepidaceae_Nephrolepis_cordifolia,0.7,10,1.0,10,70.0,100.0,30.0,Nephrolepis cordifolia
09965_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Pteridaceae_Acrostichum_danaeifolium,0.7,10,0.8,10,70.0,80.0,10.0,Acrostichum danaeifolium
09980_Plantae_Tracheophyta_Polypodiopsida_Polypodiales_Pteridaceae_Pellaea_glabella,0.3,10,0.8,10,30.0,80.0,50.0,Pellaea glabella
